no, groupNo, randomSeed, numberOfWorkers,maxSolverExecutionTimeInSeconds, processCount, processExecutionTimeMin(ms), processExecutionTimeMax(ms), computerCount, conflictPercentage, timeWeight, solverWallTime(ms), makespan(ms), parallelTimeSum(ms), serialTimeHorizon(ms), solverStatus, speedupFactor, currentTimestamp
223,11,1,-1,-1,150,5,10,10,35,100,5,9,0.209600,215,215.209600,1124,possible,5.222815,2025-02-05 16:44:44
224,11,2,-1,-1,150,5,10,10,35,100,5,9,0.212100,224,224.212100,1128,possible,5.030951,2025-02-05 16:44:44
225,11,3,-1,-1,150,5,10,10,35,100,5,9,0.184300,218,218.184300,1139,possible,5.220357,2025-02-05 16:44:44
226,12,1,-1,-1,150,5,10,10,45,100,5,9,0.217000,241,241.217000,1124,possible,4.659705,2025-02-05 16:44:44
227,12,2,-1,-1,150,5,10,10,45,100,5,9,0.215400,231,231.215400,1128,possible,4.878568,2025-02-05 16:44:44
228,12,3,-1,-1,150,5,10,10,45,100,5,9,0.254600,242,242.254600,1139,possible,4.701665,2025-02-05 16:44:44
229,13,1,-1,-1,200,5,10,10,15,100,5,9,0.235500,173,173.235500,1511,possible,8.722231,2025-02-05 16:44:44
230,13,2,-1,-1,200,5,10,10,15,100,5,9,0.194900,175,175.194900,1507,possible,8.601849,2025-02-05 16:44:44
231,13,3,-1,-1,200,5,10,10,15,100,5,9,0.239000,174,174.239000,1498,possible,8.597386,2025-02-05 16:44:44
232,14,1,-1,-1,200,5,10,10,25,100,5,9,0.302800,246,246.302800,1511,possible,6.134725,2025-02-05 16:44:44
233,14,2,-1,-1,200,5,10,10,25,100,5,9,0.326200,222,222.326200,1507,possible,6.778328,2025-02-05 16:44:44
234,14,3,-1,-1,200,5,10,10,25,100,5,9,0.245400,262,262.245400,1498,possible,5.712207,2025-02-05 16:44:44
235,15,1,-1,-1,200,5,10,10,35,100,5,9,0.291400,293,293.291400,1511,possible,5.151873,2025-02-05 16:44:44
236,15,2,-1,-1,200,5,10,10,35,100,5,9,0.274300,314,314.274300,1507,possible,4.795174,2025-02-05 16:44:44
237,15,3,-1,-1,200,5,10,10,35,100,5,9,0.277900,289,289.277900,1498,possible,5.178411,2025-02-05 16:44:44
238,16,1,-1,-1,200,5,10,10,45,100,5,9,0.364200,332,332.364200,1511,possible,4.546218,2025-02-05 16:44:44
239,16,2,-1,-1,200,5,10,10,45,100,5,9,0.319300,319,319.319300,1507,possible,4.719414,2025-02-05 16:44:44
240,16,3,-1,-1,200,5,10,10,45,100,5,9,0.341100,317,317.341100,1498,possible,4.720473,2025-02-05 16:44:44
241,1,1,-1,-1,50,5,10,10,15,100,1,19,0.031300,56,56.031300,376,possible,6.710535,2025-02-05 16:44:44
242,1,2,-1,-1,50,5,10,10,15,100,1,19,0.022200,55,55.022200,358,possible,6.506465,2025-02-05 16:44:44
243,1,3,-1,-1,50,5,10,10,15,100,1,19,0.027300,53,53.027300,374,possible,7.052971,2025-02-05 16:44:44
244,2,1,-1,-1,50,5,10,10,25,100,1,19,0.030500,64,64.030500,376,possible,5.872202,2025-02-05 16:44:44
245,2,2,-1,-1,50,5,10,10,25,100,1,19,0.027700,67,67.027700,358,possible,5.341075,2025-02-05 16:44:44
246,2,3,-1,-1,50,5,10,10,25,100,1,19,0.036700,66,66.036700,374,possible,5.663517,2025-02-05 16:44:44
247,3,1,-1,-1,50,5,10,10,35,100,1,19,0.027700,76,76.027700,376,possible,4.945566,2025-02-05 16:44:44
248,3,2,-1,-1,50,5,10,10,35,100,1,19,0.028200,78,78.028200,358,possible,4.588085,2025-02-05 16:44:44
249,3,3,-1,-1,50,5,10,10,35,100,1,19,0.033300,83,83.033300,374,possible,4.504217,2025-02-05 16:44:44
250,4,1,-1,-1,50,5,10,10,45,100,1,19,0.029200,91,91.029200,376,possible,4.130543,2025-02-05 16:44:44
251,4,2,-1,-1,50,5,10,10,45,100,1,19,0.034900,98,98.034900,358,possible,3.651761,2025-02-05 16:44:44
252,4,3,-1,-1,50,5,10,10,45,100,1,19,0.033300,94,94.033300,374,possible,3.977314,2025-02-05 16:44:44
253,5,1,-1,-1,100,5,10,10,15,100,1,19,0.049500,87,87.049500,742,possible,8.523886,2025-02-05 16:44:44
254,5,2,-1,-1,100,5,10,10,15,100,1,19,0.044200,96,96.044200,752,possible,7.829728,2025-02-05 16:44:44
255,5,3,-1,-1,100,5,10,10,15,100,1,19,0.060700,99,99.060700,764,possible,7.712443,2025-02-05 16:44:44
256,6,1,-1,-1,100,5,10,10,25,100,1,19,0.131700,129,129.131700,742,possible,5.746072,2025-02-05 16:44:44
257,6,2,-1,-1,100,5,10,10,25,100,1,19,0.054200,133,133.054200,752,possible,5.651832,2025-02-05 16:44:44
258,6,3,-1,-1,100,5,10,10,25,100,1,19,0.060200,149,149.060200,764,possible,5.125446,2025-02-05 16:44:44
259,7,1,-1,-1,100,5,10,10,35,100,1,19,0.057100,165,165.057100,742,possible,4.495414,2025-02-05 16:44:44
260,7,2,-1,-1,100,5,10,10,35,100,1,19,0.064800,178,178.064800,752,possible,4.223182,2025-02-05 16:44:44
261,7,3,-1,-1,100,5,10,10,35,100,1,19,0.059800,162,162.059800,764,possible,4.714309,2025-02-05 16:44:44
262,8,1,-1,-1,100,5,10,10,45,100,1,19,0.060400,177,177.060400,742,possible,4.190660,2025-02-05 16:44:44
263,8,2,-1,-1,100,5,10,10,45,100,1,19,0.063400,189,189.063400,752,possible,3.977502,2025-02-05 16:44:44
264,8,3,-1,-1,100,5,10,10,45,100,1,19,0.065700,195,195.065700,764,possible,3.916629,2025-02-05 16:44:44
265,9,1,-1,-1,150,5,10,10,15,100,1,19,0.109600,131,131.109600,1124,possible,8.572980,2025-02-05 16:44:44
266,9,2,-1,-1,150,5,10,10,15,100,1,19,0.084800,128,128.084800,1128,possible,8.806666,2025-02-05 16:44:45
267,9,3,-1,-1,150,5,10,10,15,100,1,19,0.085100,140,140.085100,1139,possible,8.130772,2025-02-05 16:44:45
268,10,1,-1,-1,150,5,10,10,25,100,1,19,0.181800,161,161.181800,1124,possible,6.973492,2025-02-05 16:44:45
269,10,2,-1,-1,150,5,10,10,25,100,1,19,0.118700,171,171.118700,1128,possible,6.591915,2025-02-05 16:44:45
270,10,3,-1,-1,150,5,10,10,25,100,1,19,0.172500,179,179.172500,1139,possible,6.357002,2025-02-05 16:44:45
271,11,1,-1,-1,150,5,10,10,35,100,1,19,0.092000,243,243.092000,1124,possible,4.623764,2025-02-05 16:44:45
272,11,2,-1,-1,150,5,10,10,35,100,1,19,0.095300,244,244.095300,1128,possible,4.621146,2025-02-05 16:44:45
273,11,3,-1,-1,150,5,10,10,35,100,1,19,0.098700,231,231.098700,1139,possible,4.928630,2025-02-05 16:44:45
274,12,1,-1,-1,150,5,10,10,45,100,1,19,0.095000,275,275.095000,1124,possible,4.085861,2025-02-05 16:44:45
275,12,2,-1,-1,150,5,10,10,45,100,1,19,0.103100,271,271.103100,1128,possible,4.160779,2025-02-05 16:44:45
276,12,3,-1,-1,150,5,10,10,45,100,1,19,0.090200,284,284.090200,1139,possible,4.009290,2025-02-05 16:44:45
277,13,1,-1,-1,200,5,10,10,15,100,1,19,0.117500,159,159.117500,1511,possible,9.496127,2025-02-05 16:44:45
278,13,2,-1,-1,200,5,10,10,15,100,1,19,0.136200,167,167.136200,1507,possible,9.016598,2025-02-05 16:44:45
279,13,3,-1,-1,200,5,10,10,15,100,1,19,0.122400,165,165.122400,1498,possible,9.072058,2025-02-05 16:44:45
280,14,1,-1,-1,200,5,10,10,25,100,1,19,0.258800,218,218.258800,1511,possible,6.922974,2025-02-05 16:44:45
281,14,2,-1,-1,200,5,10,10,25,100,1,19,0.193200,258,258.193200,1507,possible,5.836715,2025-02-05 16:44:45
282,14,3,-1,-1,200,5,10,10,25,100,1,19,0.240900,269,269.240900,1498,possible,5.563791,2025-02-05 16:44:45
283,15,1,-1,-1,200,5,10,10,35,100,1,19,0.132100,307,307.132100,1511,possible,4.919707,2025-02-05 16:44:45
284,15,2,-1,-1,200,5,10,10,35,100,1,19,0.143100,323,323.143100,1507,possible,4.663569,2025-02-05 16:44:45
285,15,3,-1,-1,200,5,10,10,35,100,1,19,0.127500,318,318.127500,1498,possible,4.708804,2025-02-05 16:44:45
286,16,1,-1,-1,200,5,10,10,45,100,1,19,0.130800,352,352.130800,1511,possible,4.291019,2025-02-05 16:44:45
287,16,2,-1,-1,200,5,10,10,45,100,1,19,0.148500,370,370.148500,1507,possible,4.071339,2025-02-05 16:44:45
288,16,3,-1,-1,200,5,10,10,45,100,1,19,0.135300,361,361.135300,1498,possible,4.148030,2025-02-05 16:44:45
289,1,1,-1,-1,50,5,10,10,15,100,2,19,0.043600,57,57.043600,376,possible,6.591449,2025-02-05 16:44:45
290,1,2,-1,-1,50,5,10,10,15,100,2,19,0.040800,51,51.040800,358,possible,7.013997,2025-02-05 16:44:45
291,1,3,-1,-1,50,5,10,10,15,100,2,19,0.032200,49,49.032200,374,possible,7.627641,2025-02-05 16:44:45
292,2,1,-1,-1,50,5,10,10,25,100,2,19,0.047400,74,74.047400,376,possible,5.077829,2025-02-05 16:44:45
293,2,2,-1,-1,50,5,10,10,25,100,2,19,0.043700,61,61.043700,358,possible,5.864651,2025-02-05 16:44:45
294,2,3,-1,-1,50,5,10,10,25,100,2,19,0.051300,71,71.051300,374,possible,5.263802,2025-02-05 16:44:45
295,3,1,-1,-1,50,5,10,10,35,100,2,19,0.077800,71,71.077800,376,possible,5.289978,2025-02-05 16:44:45
296,3,2,-1,-1,50,5,10,10,35,100,2,19,0.046800,69,69.046800,358,possible,5.184889,2025-02-05 16:44:45
297,3,3,-1,-1,50,5,10,10,35,100,2,19,0.065300,72,72.065300,374,possible,5.189738,2025-02-05 16:44:45
298,4,1,-1,-1,50,5,10,10,45,100,2,19,0.046700,76,76.046700,376,possible,4.944330,2025-02-05 16:44:45
299,4,2,-1,-1,50,5,10,10,45,100,2,19,0.046600,74,74.046600,358,possible,4.834793,2025-02-05 16:44:45
300,4,3,-1,-1,50,5,10,10,45,100,2,19,0.050800,88,88.050800,374,possible,4.247548,2025-02-05 16:44:45
301,5,1,-1,-1,100,5,10,10,15,100,2,19,0.057400,85,85.057400,742,possible,8.723521,2025-02-05 16:44:45
302,5,2,-1,-1,100,5,10,10,15,100,2,19,0.063000,88,88.063000,752,possible,8.539341,2025-02-05 16:44:45
303,5,3,-1,-1,100,5,10,10,15,100,2,19,0.064000,91,91.064000,764,possible,8.389704,2025-02-05 16:44:45
304,6,1,-1,-1,100,5,10,10,25,100,2,19,0.115900,131,131.115900,742,possible,5.659115,2025-02-05 16:44:45
305,6,2,-1,-1,100,5,10,10,25,100,2,19,0.100300,134,134.100300,752,possible,5.607743,2025-02-05 16:44:45
306,6,3,-1,-1,100,5,10,10,25,100,2,19,0.122000,124,124.122000,764,possible,6.155234,2025-02-05 16:44:45
307,7,1,-1,-1,100,5,10,10,35,100,2,19,0.105100,149,149.105100,742,possible,4.976356,2025-02-05 16:44:45
308,7,2,-1,-1,100,5,10,10,35,100,2,19,0.103800,142,142.103800,752,possible,5.291906,2025-02-05 16:44:45
309,7,3,-1,-1,100,5,10,10,35,100,2,19,0.087800,151,151.087800,764,possible,5.056662,2025-02-05 16:44:45
310,8,1,-1,-1,100,5,10,10,45,100,2,19,0.100300,163,163.100300,742,possible,4.549348,2025-02-05 16:44:45
311,8,2,-1,-1,100,5,10,10,45,100,2,19,0.101500,160,160.101500,752,possible,4.697020,2025-02-05 16:44:45
312,8,3,-1,-1,100,5,10,10,45,100,2,19,0.114800,162,162.114800,764,possible,4.712710,2025-02-05 16:44:45
313,9,1,-1,-1,150,5,10,10,15,100,2,19,0.095900,130,130.095900,1124,possible,8.639780,2025-02-05 16:44:45
314,9,2,-1,-1,150,5,10,10,15,100,2,19,0.105500,126,126.105500,1128,possible,8.944891,2025-02-05 16:44:45
315,9,3,-1,-1,150,5,10,10,15,100,2,19,0.109000,123,123.109000,1139,possible,9.251964,2025-02-05 16:44:45
316,10,1,-1,-1,150,5,10,10,25,100,2,19,0.138200,196,196.138200,1124,possible,5.730653,2025-02-05 16:44:45
317,10,2,-1,-1,150,5,10,10,25,100,2,19,0.143100,197,197.143100,1128,possible,5.721732,2025-02-05 16:44:45
318,10,3,-1,-1,150,5,10,10,25,100,2,19,0.164000,197,197.164000,1139,possible,5.776917,2025-02-05 16:44:45
319,11,1,-1,-1,150,5,10,10,35,100,2,19,0.149500,235,235.149500,1124,possible,4.779938,2025-02-05 16:44:45
320,11,2,-1,-1,150,5,10,10,35,100,2,19,0.183500,220,220.183500,1128,possible,5.123000,2025-02-05 16:44:45
321,11,3,-1,-1,150,5,10,10,35,100,2,19,0.175800,224,224.175800,1139,possible,5.080834,2025-02-05 16:44:45
322,12,1,-1,-1,150,5,10,10,45,100,2,19,0.208300,244,244.208300,1124,possible,4.602628,2025-02-05 16:44:45
323,12,2,-1,-1,150,5,10,10,45,100,2,19,0.211900,248,248.211900,1128,possible,4.544504,2025-02-05 16:44:45
324,12,3,-1,-1,150,5,10,10,45,100,2,19,0.184900,260,260.184900,1139,possible,4.377656,2025-02-05 16:44:45
325,13,1,-1,-1,200,5,10,10,15,100,2,19,0.146700,166,166.146700,1511,possible,9.094373,2025-02-05 16:44:45
326,13,2,-1,-1,200,5,10,10,15,100,2,19,0.171000,167,167.171000,1507,possible,9.014721,2025-02-05 16:44:45
327,13,3,-1,-1,200,5,10,10,15,100,2,19,0.152900,163,163.152900,1498,possible,9.181571,2025-02-05 16:44:45
328,14,1,-1,-1,200,5,10,10,25,100,2,19,0.292400,264,264.292400,1511,possible,5.717153,2025-02-05 16:44:45
329,14,2,-1,-1,200,5,10,10,25,100,2,19,0.295900,217,217.295900,1507,possible,6.935244,2025-02-05 16:44:45
330,14,3,-1,-1,200,5,10,10,25,100,2,19,0.201800,262,262.201800,1498,possible,5.713157,2025-02-05 16:44:45
331,15,1,-1,-1,200,5,10,10,35,100,2,19,0.275300,307,307.275300,1511,possible,4.917414,2025-02-05 16:44:45
332,15,2,-1,-1,200,5,10,10,35,100,2,19,0.249900,295,295.249900,1507,possible,5.104151,2025-02-05 16:44:45
333,15,3,-1,-1,200,5,10,10,35,100,2,19,0.247400,286,286.247400,1498,possible,5.233235,2025-02-05 16:44:45
334,16,1,-1,-1,200,5,10,10,45,100,2,19,0.324700,327,327.324700,1511,possible,4.616211,2025-02-05 16:44:45
335,16,2,-1,-1,200,5,10,10,45,100,2,19,0.321900,321,321.321900,1507,possible,4.690001,2025-02-05 16:44:45
336,16,3,-1,-1,200,5,10,10,45,100,2,19,0.213700,321,321.213700,1498,possible,4.663562,2025-02-05 16:44:45
337,1,1,-1,-1,50,5,10,10,15,100,3,19,0.077200,55,55.077200,376,possible,6.826781,2025-02-05 16:44:45
338,1,2,-1,-1,50,5,10,10,15,100,3,19,0.050200,54,54.050200,358,possible,6.623472,2025-02-05 16:44:45
339,1,3,-1,-1,50,5,10,10,15,100,3,19,0.046300,49,49.046300,374,possible,7.625448,2025-02-05 16:44:45
340,2,1,-1,-1,50,5,10,10,25,100,3,19,0.061100,68,68.061100,376,possible,5.524448,2025-02-05 16:44:45
341,2,2,-1,-1,50,5,10,10,25,100,3,19,0.071000,59,59.071000,358,possible,6.060503,2025-02-05 16:44:45
342,2,3,-1,-1,50,5,10,10,25,100,3,19,0.067300,66,66.067300,374,possible,5.660894,2025-02-05 16:44:45
343,3,1,-1,-1,50,5,10,10,35,100,3,19,0.106400,70,70.106400,376,possible,5.363276,2025-02-05 16:44:45
344,3,2,-1,-1,50,5,10,10,35,100,3,19,0.062000,69,69.062000,358,possible,5.183748,2025-02-05 16:44:45
345,3,3,-1,-1,50,5,10,10,35,100,3,19,0.054000,73,73.054000,374,possible,5.119501,2025-02-05 16:44:45
346,4,1,-1,-1,50,5,10,10,45,100,3,19,0.061200,76,76.061200,376,possible,4.943388,2025-02-05 16:44:45
347,4,2,-1,-1,50,5,10,10,45,100,3,19,0.087100,72,72.087100,358,possible,4.966214,2025-02-05 16:44:45
348,4,3,-1,-1,50,5,10,10,45,100,3,19,0.068800,83,83.068800,374,possible,4.502292,2025-02-05 16:44:45
349,5,1,-1,-1,100,5,10,10,15,100,3,19,0.076300,87,87.076300,742,possible,8.521262,2025-02-05 16:44:45
350,5,2,-1,-1,100,5,10,10,15,100,3,19,0.146000,105,105.146000,752,possible,7.151960,2025-02-05 16:44:45
351,5,3,-1,-1,100,5,10,10,15,100,3,19,0.094000,92,92.094000,764,possible,8.295872,2025-02-05 16:44:45
352,6,1,-1,-1,100,5,10,10,25,100,3,19,0.122600,124,124.122600,742,possible,5.977961,2025-02-05 16:44:45
353,6,2,-1,-1,100,5,10,10,25,100,3,19,0.135600,136,136.135600,752,possible,5.523904,2025-02-05 16:44:45
354,6,3,-1,-1,100,5,10,10,25,100,3,19,0.115200,131,131.115200,764,possible,5.826937,2025-02-05 16:44:45
355,7,1,-1,-1,100,5,10,10,35,100,3,19,0.202600,138,138.202600,742,possible,5.368929,2025-02-05 16:44:45
356,7,2,-1,-1,100,5,10,10,35,100,3,19,0.124500,142,142.124500,752,possible,5.291136,2025-02-05 16:44:45
357,7,3,-1,-1,100,5,10,10,35,100,3,19,0.185100,148,148.185100,764,possible,5.155714,2025-02-05 16:44:45
358,8,1,-1,-1,100,5,10,10,45,100,3,19,0.141000,160,160.141000,742,possible,4.633417,2025-02-05 16:44:45
359,8,2,-1,-1,100,5,10,10,45,100,3,19,0.148800,159,159.148800,752,possible,4.725138,2025-02-05 16:44:45
360,8,3,-1,-1,100,5,10,10,45,100,3,19,0.165100,165,165.165100,764,possible,4.625675,2025-02-05 16:44:45
361,9,1,-1,-1,150,5,10,10,15,100,3,19,0.182200,126,126.182200,1124,possible,8.907754,2025-02-05 16:44:45
362,9,2,-1,-1,150,5,10,10,15,100,3,19,0.124900,125,125.124900,1128,possible,9.014992,2025-02-05 16:44:45
363,9,3,-1,-1,150,5,10,10,15,100,3,19,0.117600,124,124.117600,1139,possible,9.176781,2025-02-05 16:44:45
364,10,1,-1,-1,150,5,10,10,25,100,3,19,0.214800,162,162.214800,1124,possible,6.929084,2025-02-05 16:44:45
365,10,2,-1,-1,150,5,10,10,25,100,3,19,0.220200,154,154.220200,1128,possible,7.314217,2025-02-05 16:44:45
366,10,3,-1,-1,150,5,10,10,25,100,3,19,0.190800,173,173.190800,1139,possible,6.576562,2025-02-05 16:44:45
367,11,1,-1,-1,150,5,10,10,35,100,3,19,0.221300,212,212.221300,1124,possible,5.296358,2025-02-05 16:44:45
368,11,2,-1,-1,150,5,10,10,35,100,3,19,0.257400,215,215.257400,1128,possible,5.240238,2025-02-05 16:44:45
369,11,3,-1,-1,150,5,10,10,35,100,3,19,0.212100,216,216.212100,1139,possible,5.267975,2025-02-05 16:44:45
370,12,1,-1,-1,150,5,10,10,45,100,3,19,0.241900,236,236.241900,1124,possible,4.757835,2025-02-05 16:44:45
371,12,2,-1,-1,150,5,10,10,45,100,3,19,0.283000,236,236.283000,1128,possible,4.773936,2025-02-05 16:44:45
372,12,3,-1,-1,150,5,10,10,45,100,3,19,0.322600,239,239.322600,1139,possible,4.759266,2025-02-05 16:44:45
373,13,1,-1,-1,200,5,10,10,15,100,3,19,0.176300,158,158.176300,1511,possible,9.552632,2025-02-05 16:44:45
374,13,2,-1,-1,200,5,10,10,15,100,3,19,0.172100,163,163.172100,1507,possible,9.235648,2025-02-05 16:44:45
375,13,3,-1,-1,200,5,10,10,15,100,3,19,0.187900,162,162.187900,1498,possible,9.236201,2025-02-05 16:44:45
376,14,1,-1,-1,200,5,10,10,25,100,3,19,0.334100,207,207.334100,1511,possible,7.287754,2025-02-05 16:44:45
377,14,2,-1,-1,200,5,10,10,25,100,3,19,0.331000,194,194.331000,1507,possible,7.754810,2025-02-05 16:44:45
378,14,3,-1,-1,200,5,10,10,25,100,3,19,0.318300,254,254.318300,1498,possible,5.890256,2025-02-05 16:44:45
379,15,1,-1,-1,200,5,10,10,35,100,3,19,0.319900,290,290.319900,1511,possible,5.204604,2025-02-05 16:44:45
380,15,2,-1,-1,200,5,10,10,35,100,3,19,0.352100,303,303.352100,1507,possible,4.967825,2025-02-05 16:44:45
381,15,3,-1,-1,200,5,10,10,35,100,3,19,0.340000,278,278.340000,1498,possible,5.381907,2025-02-05 16:44:46
382,16,1,-1,-1,200,5,10,10,45,100,3,19,0.378500,302,302.378500,1511,possible,4.997048,2025-02-05 16:44:46
383,16,2,-1,-1,200,5,10,10,45,100,3,19,0.403000,327,327.403000,1507,possible,4.602890,2025-02-05 16:44:46
384,16,3,-1,-1,200,5,10,10,45,100,3,19,0.397000,319,319.397000,1498,possible,4.690088,2025-02-05 16:44:46
385,1,1,-1,-1,50,5,10,10,15,100,4,19,0.042600,60,60.042600,376,possible,6.262220,2025-02-05 16:44:46
386,1,2,-1,-1,50,5,10,10,15,100,4,19,0.055100,58,58.055100,358,possible,6.166556,2025-02-05 16:44:46
387,1,3,-1,-1,50,5,10,10,15,100,4,19,0.036800,61,61.036800,374,possible,6.127451,2025-02-05 16:44:46
388,2,1,-1,-1,50,5,10,10,25,100,4,19,0.039900,68,68.039900,376,possible,5.526169,2025-02-05 16:44:46
389,2,2,-1,-1,50,5,10,10,25,100,4,19,0.040600,68,68.040600,358,possible,5.261564,2025-02-05 16:44:46
390,2,3,-1,-1,50,5,10,10,25,100,4,19,0.074400,68,68.074400,374,possible,5.493989,2025-02-05 16:44:46
391,3,1,-1,-1,50,5,10,10,35,100,4,19,0.070100,88,88.070100,376,possible,4.269326,2025-02-05 16:44:46
392,3,2,-1,-1,50,5,10,10,35,100,4,19,0.067000,78,78.067000,358,possible,4.585805,2025-02-05 16:44:46
393,3,3,-1,-1,50,5,10,10,35,100,4,19,0.056300,79,79.056300,374,possible,4.730806,2025-02-05 16:44:46
394,4,1,-1,-1,50,5,10,10,45,100,4,19,0.047800,78,78.047800,376,possible,4.817561,2025-02-05 16:44:46
395,4,2,-1,-1,50,5,10,10,45,100,4,19,0.065700,86,86.065700,358,possible,4.159613,2025-02-05 16:44:46
396,4,3,-1,-1,50,5,10,10,45,100,4,19,0.059200,83,83.059200,374,possible,4.502812,2025-02-05 16:44:46
397,5,1,-1,-1,100,5,10,10,15,100,4,19,0.074600,91,91.074600,742,possible,8.147167,2025-02-05 16:44:46
398,5,2,-1,-1,100,5,10,10,15,100,4,19,0.068000,97,97.068000,752,possible,7.747146,2025-02-05 16:44:46
399,5,3,-1,-1,100,5,10,10,15,100,4,19,0.065900,102,102.065900,764,possible,7.485360,2025-02-05 16:44:46
400,6,1,-1,-1,100,5,10,10,25,100,4,19,0.086500,121,121.086500,742,possible,6.127851,2025-02-05 16:44:46
401,6,2,-1,-1,100,5,10,10,25,100,4,19,0.086200,130,130.086200,752,possible,5.780782,2025-02-05 16:44:46
402,6,3,-1,-1,100,5,10,10,25,100,4,19,0.085800,139,139.085800,764,possible,5.493012,2025-02-05 16:44:46
403,7,1,-1,-1,100,5,10,10,35,100,4,19,0.110600,147,147.110600,742,possible,5.043824,2025-02-05 16:44:46
404,7,2,-1,-1,100,5,10,10,35,100,4,19,0.090800,147,147.090800,752,possible,5.112488,2025-02-05 16:44:46
405,7,3,-1,-1,100,5,10,10,35,100,4,19,0.105500,152,152.105500,764,possible,5.022830,2025-02-05 16:44:46
406,8,1,-1,-1,100,5,10,10,45,100,4,19,0.098900,172,172.098900,742,possible,4.311474,2025-02-05 16:44:46
407,8,2,-1,-1,100,5,10,10,45,100,4,19,0.120000,165,165.120000,752,possible,4.554264,2025-02-05 16:44:46
408,8,3,-1,-1,100,5,10,10,45,100,4,19,0.110100,183,183.110100,764,possible,4.172353,2025-02-05 16:44:46
409,9,1,-1,-1,150,5,10,10,15,100,4,19,0.142500,131,131.142500,1124,possible,8.570829,2025-02-05 16:44:46
410,9,2,-1,-1,150,5,10,10,15,100,4,19,0.123500,136,136.123500,1128,possible,8.286593,2025-02-05 16:44:46
411,9,3,-1,-1,150,5,10,10,15,100,4,19,0.104800,133,133.104800,1139,possible,8.557167,2025-02-05 16:44:46
412,10,1,-1,-1,150,5,10,10,25,100,4,19,0.146400,183,183.146400,1124,possible,6.137167,2025-02-05 16:44:46
413,10,2,-1,-1,150,5,10,10,25,100,4,19,0.177100,188,188.177100,1128,possible,5.994353,2025-02-05 16:44:46
414,10,3,-1,-1,150,5,10,10,25,100,4,19,0.144100,190,190.144100,1139,possible,5.990194,2025-02-05 16:44:46
415,11,1,-1,-1,150,5,10,10,35,100,4,19,0.180300,224,224.180300,1124,possible,5.013821,2025-02-05 16:44:46
416,11,2,-1,-1,150,5,10,10,35,100,4,19,0.180300,218,218.180300,1128,possible,5.170036,2025-02-05 16:44:46
417,11,3,-1,-1,150,5,10,10,35,100,4,19,0.185200,220,220.185200,1139,possible,5.172918,2025-02-05 16:44:46
418,12,1,-1,-1,150,5,10,10,45,100,4,19,0.243800,243,243.243800,1124,possible,4.620878,2025-02-05 16:44:46
419,12,2,-1,-1,150,5,10,10,45,100,4,19,0.305100,242,242.305100,1128,possible,4.655288,2025-02-05 16:44:46
420,12,3,-1,-1,150,5,10,10,45,100,4,19,0.217700,257,257.217700,1139,possible,4.428156,2025-02-05 16:44:46
421,13,1,-1,-1,200,5,10,10,15,100,4,19,0.149500,175,175.149500,1511,possible,8.626916,2025-02-05 16:44:46
422,13,2,-1,-1,200,5,10,10,15,100,4,19,0.158900,166,166.158900,1507,possible,9.069632,2025-02-05 16:44:46
423,13,3,-1,-1,200,5,10,10,15,100,4,19,0.164900,176,176.164900,1498,possible,8.503397,2025-02-05 16:44:46
424,14,1,-1,-1,200,5,10,10,25,100,4,19,0.210400,256,256.210400,1511,possible,5.897497,2025-02-05 16:44:46
425,14,2,-1,-1,200,5,10,10,25,100,4,19,0.259800,233,233.259800,1507,possible,6.460607,2025-02-05 16:44:46
426,14,3,-1,-1,200,5,10,10,25,100,4,19,0.258000,229,229.258000,1498,possible,6.534123,2025-02-05 16:44:46
427,15,1,-1,-1,200,5,10,10,35,100,4,19,0.324500,310,310.324500,1511,possible,4.869097,2025-02-05 16:44:46
428,15,2,-1,-1,200,5,10,10,35,100,4,19,0.197900,288,288.197900,1507,possible,5.229046,2025-02-05 16:44:46
429,15,3,-1,-1,200,5,10,10,35,100,4,19,0.314600,311,311.314600,1498,possible,4.811853,2025-02-05 16:44:46
430,16,1,-1,-1,200,5,10,10,45,100,4,19,0.241000,323,323.241000,1511,possible,4.674531,2025-02-05 16:44:46
431,16,2,-1,-1,200,5,10,10,45,100,4,19,0.295900,331,331.295900,1507,possible,4.548804,2025-02-05 16:44:46
432,16,3,-1,-1,200,5,10,10,45,100,4,19,0.330600,331,331.330600,1498,possible,4.521164,2025-02-05 16:44:46
433,1,1,-1,-1,50,5,10,10,15,100,5,19,0.083400,58,58.083400,376,possible,6.473450,2025-02-05 16:44:46
434,1,2,-1,-1,50,5,10,10,15,100,5,19,0.057800,57,57.057800,358,possible,6.274339,2025-02-05 16:44:46
435,1,3,-1,-1,50,5,10,10,15,100,5,19,0.047300,64,64.047300,374,possible,5.839434,2025-02-05 16:44:46
436,2,1,-1,-1,50,5,10,10,25,100,5,19,0.059600,69,69.059600,376,possible,5.444573,2025-02-05 16:44:46
437,2,2,-1,-1,50,5,10,10,25,100,5,19,0.053900,64,64.053900,358,possible,5.589043,2025-02-05 16:44:46
438,2,3,-1,-1,50,5,10,10,25,100,5,19,0.050600,72,72.050600,374,possible,5.190796,2025-02-05 16:44:46
439,3,1,-1,-1,50,5,10,10,35,100,5,19,0.067300,76,76.067300,376,possible,4.942991,2025-02-05 16:44:46
